price,installment,bedroom_count,bathroom_count,carport_count,land_area,building_area,location_encoded
1350000000.0,5000000.0,5,5,2,165.0,150.0,9
307000000.0,1000000.0,2,1,0,60.0,36.0,6
1700000000.0,6000000.0,4,3,2,127.0,200.0,21
3500000000.0,13000000.0,7,5,2,385.0,600.0,5
1850000000.0,6000000.0,3,2,0,124.0,124.0,18
1700000000.0,6000000.0,3,2,1,75.0,140.0,3
1800000000.0,6000000.0,3,2,1,70.0,116.0,0
6250000000.0,23000000.0,4,3,2,625.0,457.0,0
1700000000.0,6000000.0,3,3,2,121.0,157.0,24
4500000000.0,16000000.0,4,2,1,407.0,210.0,4
185000000.0,687000.0,1,1,0,61.0,21.0,12
1070000000.0,3000000.0,2,2,1,72.0,65.0,18
3900000000.0,14000000.0,4,4,1,507.0,500.0,17
890000000.0,3000000.0,2,1,0,78.0,45.0,4
600000000.0,2000000.0,2,1,0,75.0,70.0,21
725000000.0,2000000.0,2,2,0,70.0,110.0,26
12000000000.0,44000000.0,7,6,5,300.0,800.0,18
49000000000.0,182000000.0,4,6,1,1600.0,1000.0,14
530000000.0,1000000.0,2,2,0,57.0,55.0,19
2300000000.0,8000000.0,3,3,1,260.0,70.0,19
32000000000.0,118000000.0,0,0,30,2131.0,800.0,17
1450000000.0,5000000.0,6,4,0,182.0,145.0,4
990000000.0,3000000.0,3,2,0,97.0,110.0,2
5000000000.0,18000000.0,5,4,3,228.0,252.0,16
649000000.0,2000000.0,3,2,1,77.0,164.0,20
3360000000.0,12000000.0,5,1,1,160.0,230.0,10
1300000000.0,4000000.0,3,3,1,143.0,70.0,19
700000000.0,2000000.0,2,2,1,63.0,90.0,20
800000000.0,2000000.0,3,2,0,52.0,52.0,1
11700000000.0,43000000.0,4,3,0,275.0,314.0,9
1970000000.0,7000000.0,4,3,1,134.0,140.0,23
26800000000.0,99000000.0,5,5,0,1580.0,1100.0,24
3650000000.0,13000000.0,3,2,1,480.0,200.0,2
9500000000.0,35000000.0,0,2,2,271.0,260.0,3
2000000000.0,7000000.0,8,3,2,112.0,200.0,18
1600000000.0,5000000.0,5,3,0,168.0,300.0,9
4500000000.0,16000000.0,7,4,1,310.0,265.0,11
3950000000.0,14000000.0,4,4,2,180.0,202.0,8
1790000000.0,6000000.0,2,3,1,90.0,94.0,10
800000000.0,2000000.0,2,1,1,101.0,60.0,5
1750000000.0,6000000.0,4,3,1,214.0,220.0,10
3700000000.0,13000000.0,3,2,0,150.0,200.0,3
1350000000.0,5000000.0,5,4,1,133.0,200.0,1
650000000.0,2000000.0,2,1,0,54.0,42.0,5
500000000.0,1000000.0,3,1,1,90.0,30.0,19
750000000.0,2000000.0,6,5,0,154.0,90.0,3
1800000000.0,6000000.0,5,5,0,168.0,350.0,12
1800000000.0,6000000.0,4,1,0,105.0,250.0,20
40000000000.0,148000000.0,4,3,4,930.0,800.0,7
585000000.0,2000000.0,2,1,1,60.0,45.0,20
36000000000.0,133000000.0,2,5,10,800.0,400.0,7
8500000000.0,31000000.0,7,3,5,390.0,500.0,25
2800000000.0,10000000.0,5,3,2,401.0,150.0,24
11000000000.0,40000000.0,4,1,0,300.0,300.0,15
1500000000.0,5000000.0,3,2,0,54.0,180.0,4
2150000000.0,7000000.0,5,2,2,157.0,120.0,26
1250000000.0,4000000.0,3,2,1,176.0,150.0,2
1500000000.0,5000000.0,4,2,2,120.0,200.0,1
3000000000.0,11000000.0,3,3,3,268.0,254.0,8
5600000000.0,20000000.0,5,3,3,325.0,300.0,9
2800000000.0,10000000.0,0,3,2,109.0,160.0,18
435000000.0,1000000.0,2,1,1,60.0,40.0,12
1500000000.0,5000000.0,0,0,0,100.0,250.0,15
2300000000.0,8000000.0,4,4,2,120.0,200.0,10
135000000.0,502000.0,2,1,1,36.0,60.0,6
490000000.0,1000000.0,2,2,2,94.0,50.0,12
1700000000.0,6000000.0,4,3,2,157.0,145.0,3
785000000.0,2000000.0,4,2,1,135.0,135.0,21
2890000000.0,10000000.0,3,2,1,200.0,150.0,8
2000000000.0,7000000.0,5,2,0,210.0,169.0,18
1320000000.0,4000000.0,5,3,1,112.0,140.0,8
1850000000.0,6000000.0,4,3,0,151.0,120.0,1
280000000.0,1000000.0,2,1,2,60.0,45.0,12
1200000000.0,4000000.0,3,2,0,84.0,100.0,19
3800000000.0,14000000.0,12,12,1,149.0,228.0,22
7500000000.0,27000000.0,5,3,2,463.0,600.0,24
475000000.0,1000000.0,2,1,0,50.0,40.0,13
3500000000.0,13000000.0,9,4,0,373.0,182.0,12
630000000.0,2000000.0,2,1,1,98.0,45.0,2
1650000000.0,6000000.0,8,3,2,200.0,182.0,21
4500000000.0,16000000.0,4,3,2,200.0,300.0,9
1290000000.0,4000000.0,4,3,1,85.0,138.0,2
1350000000.0,5000000.0,3,2,2,86.0,83.0,1
1800000000.0,6000000.0,4,3,0,224.0,170.0,8
2900000000.0,10000000.0,5,3,2,242.0,140.0,7
610000000.0,2000000.0,2,1,1,98.0,60.0,2
3900000000.0,14000000.0,4,3,2,180.0,220.0,8
21000000000.0,78000000.0,7,4,3,877.0,600.0,7
1900000000.0,7000000.0,0,0,0,186.0,111.0,11
1870000000.0,6000000.0,4,3,1,162.0,142.0,6
700000000.0,2000000.0,2,1,1,100.0,70.0,26
2200000000.0,8000000.0,3,3,0,152.0,152.0,13
2800000000.0,10000000.0,5,4,4,397.0,300.0,2
950000000.0,3000000.0,6,4,0,87.0,240.0,20
3750000000.0,13000000.0,3,3,2,145.0,250.0,18
785000000.0,2000000.0,2,1,1,72.0,50.0,1
1400000000.0,5000000.0,3,1,0,65.0,65.0,3
1250000000.0,4000000.0,2,2,0,66.0,62.0,16
1350000000.0,5000000.0,3,1,0,88.0,86.0,13
650000000.0,2000000.0,2,1,1,84.0,50.0,16
6500000000.0,24000000.0,21,21,7,360.0,660.0,23
4500000000.0,16000000.0,4,3,0,280.0,330.0,0
1250000000.0,4000000.0,4,2,1,200.0,150.0,2
400000000.0,1000000.0,2,1,1,91.0,61.0,12
4200000000.0,15000000.0,6,5,6,750.0,400.0,19
600000000.0,2000000.0,7,2,0,49.0,145.0,23
1500000000.0,5000000.0,3,3,1,119.0,150.0,19
2100000000.0,7000000.0,4,4,0,110.0,170.0,22
950000000.0,3000000.0,3,2,1,145.0,120.0,6
1700000000.0,6000000.0,4,2,0,175.0,104.0,22
10500000000.0,39000000.0,7,6,0,1061.0,220.0,23
3750000000.0,13000000.0,3,3,1,104.0,325.0,6
3650000000.0,13000000.0,4,3,0,200.0,130.0,9
5100000000.0,18000000.0,12,8,2,868.0,414.0,5
1800000000.0,6000000.0,3,3,1,85.0,120.0,10
2600000000.0,9000000.0,7,4,1,281.0,300.0,26
1650000000.0,6000000.0,3,2,1,75.0,140.0,3
10000000000.0,37000000.0,6,3,1,277.0,400.0,18
1400000000.0,5000000.0,4,3,1,224.0,180.0,2
595000000.0,2000000.0,2,1,1,84.0,75.0,16
2000000000.0,7000000.0,2,2,0,100.0,167.0,11
1500000000.0,5000000.0,4,2,1,143.0,80.0,4
41900000000.0,156000000.0,6,4,5,753.0,370.0,7
1300000000.0,4000000.0,2,1,0,118.0,100.0,3
2320000000.0,8000000.0,3,2,2,116.0,116.0,26
700000000.0,2000000.0,2,1,1,72.0,45.0,26
1200000000.0,4000000.0,2,1,0,121.0,110.0,3
6000000000.0,22000000.0,4,3,2,375.0,400.0,8
2200000000.0,8000000.0,3,3,0,165.0,180.0,23
2850000000.0,10000000.0,4,0,2,180.0,270.0,8
8000000000.0,29000000.0,4,4,2,311.0,600.0,17
8300000000.000001,30000000.0,1,3,5,710.0,350.0,15
1000000000.0,3000000.0,12,4,0,120.0,220.0,23
1200000000.0,4000000.0,5,2,0,144.0,100.0,17
3800000000.0,14000000.0,3,3,0,220.0,260.0,8
3750000000.0,13000000.0,4,3,1,200.0,150.0,9
890000000.0,3000000.0,3,2,1,95.0,65.0,20
580000000.0,2000000.0,3,2,1,55.0,64.0,19
31300000000.0,116000000.0,5,2,0,1694.0,394.0,18
1100000000.0,4000000.0,3,2,1,135.0,150.0,23
2450000000.0,9000000.0,4,3,2,1110.0,1440.0,10
2220000000.0,8000000.0,3,3,2,150.0,100.0,13
925000000.0,3000000.0,3,2,0,115.0,66.0,20
2000000000.0,7000000.0,3,3,2,124.0,140.0,24
265000000.0,985000.0,2,1,1,72.0,45.0,17
8740000000.0,32000000.0,5,4,3,437.0,300.0,7
55000000000.0,204000000.0,12,6,6,980.0,1000.0,7
2000000000.0,7000000.0,3,3,2,85.0,120.0,3
589000000.0,2000000.0,3,2,1,90.0,55.0,19
1200000000.0,4000000.0,3,3,1,92.0,100.0,19
1550000000.0,5000000.0,5,2,0,110.0,160.0,6
6800000000.0,25000000.0,6,4,2,444.0,660.0,15
1600000000.0,5000000.0,0,0,0,111.0,150.0,17
700000000.0,2000000.0,4,1,0,48.0,96.0,13
4720000000.0,17000000.0,5,2,2,300.0,400.0,8
350000000.0,1000000.0,2,1,1,140.0,45.0,26
555000000.0,2000000.0,4,2,1,85.0,84.0,20
1600000000.0,5000000.0,4,3,2,153.0,140.0,6
765000000.0,2000000.0,3,2,0,90.0,150.0,19
2800000000.0,10000000.0,7,4,0,215.0,350.0,17
1300000000.0,4000000.0,4,2,0,112.0,120.0,21
4700000000.0,17000000.0,4,4,3,250.0,300.0,4
2200000000.0,8000000.0,4,2,1,89.0,180.0,11
5300000000.0,19000000.0,3,2,2,150.0,350.0,14
2600000000.0,9000000.0,3,3,1,208.0,145.0,2
890000000.0,3000000.0,0,0,0,144.0,122.0,10
597000000.0,2000000.0,3,2,1,114.0,70.0,26
5500000000.0,20000000.0,4,2,4,308.0,350.0,10
499000000.0,1000000.0,3,2,2,100.0,70.0,12
990000000.0,3000000.0,4,3,1,162.0,120.0,20
3250000000.0,12000000.0,4,3,1,244.0,320.0,10
3000000000.0,11000000.0,3,2,3,252.0,200.0,25
9500000000.0,35000000.0,4,4,0,242.0,300.0,7
1300000000.0,4000000.0,3,2,0,116.0,90.0,5
8780000000.0,32000000.0,8,3,2,327.0,350.0,7
700000000.0,2000000.0,3,2,2,119.0,80.0,20
2500000000.0,9000000.0,4,5,1,150.0,257.0,15
3000000000.0,11000000.0,4,4,2,170.0,300.0,8
8400000000.0,31000000.0,8,6,5,750.0,550.0,24
2200000000.0,8000000.0,4,3,1,160.0,160.0,1
13500000000.0,50000000.0,7,5,1,353.0,485.0,7
7500000000.0,27000000.0,4,3,2,510.0,500.0,14
7500000000.0,27000000.0,4,4,3,300.0,400.0,8
935000000.0,3000000.0,3,2,1,84.0,115.0,10
2500000000.0,9000000.0,3,1,0,280.0,210.0,13
900000000.0,3000000.0,4,2,1,120.0,190.0,21
8500000000.0,31000000.0,4,4,2,288.0,400.0,18
1600000000.0,5000000.0,3,1,0,120.0,100.0,22
12000000000.0,44000000.0,5,5,2,586.0,350.0,18
5150000000.0,19000000.0,3,2,2,312.0,210.0,9
3500000000.0,13000000.0,5,4,1,180.0,300.0,8
205000000.0,762000.0,2,1,1,50.0,30.0,12
350000000.0,1000000.0,1,1,0,26.0,52.0,3
3700000000.0,13000000.0,3,2,0,250.0,200.0,0
1350000000.0,5000000.0,7,4,2,358.0,176.0,26
1450000000.0,5000000.0,2,2,0,100.0,77.0,13
2500000000.0,9000000.0,5,3,1,230.0,350.0,13
5500000000.0,20000000.0,4,4,0,258.0,378.0,14
1900000000.0,7000000.0,3,3,1,105.0,140.0,24
4300000000.0,15000000.0,5,3,1,515.0,472.0,24
1300000000.0,4000000.0,2,3,1,98.0,136.0,2
1650000000.0,6000000.0,3,3,3,136.0,200.0,0
6500000000.0,24000000.0,4,3,3,300.0,350.0,8
10000000000.0,37000000.0,8,3,5,404.0,200.0,13
7000000000.0,26000000.0,3,2,2,164.0,450.0,14
795000000.0,2000000.0,2,1,1,78.0,45.0,21
1990000000.0,7000000.0,5,3,1,95.0,150.0,24
2500000000.0,9000000.0,7,5,1,219.0,400.0,18
3100000000.0,11000000.0,5,3,3,550.0,450.0,14
7200000000.0,26000000.0,6,3,6,557.0,300.0,15
650000000.0,2000000.0,6,6,1,127.0,250.0,15
950000000.0,3000000.0,3,1,1,120.0,100.0,17
5000000000.0,18000000.0,5,3,1,142.0,160.0,0
5000000000.0,18000000.0,6,5,2,336.0,340.0,24
610000000.0,2000000.0,2,2,0,54.0,41.0,26
685000000.0,2000000.0,3,2,0,100.0,90.0,3
2700000000.0,10000000.0,3,2,3,264.0,264.0,14
3800000000.0,14000000.0,3,1,1,190.0,170.0,18
4000000000.0,14000000.0,4,2,2,400.0,400.0,13
1200000000.0,4000000.0,20,20,0,212.0,134.0,17
4500000000.0,16000000.0,5,6,0,236.0,400.0,14
2150000000.0,7000000.0,3,3,0,117.0,165.0,18
6700000000.0,24000000.0,6,3,4,400.0,450.0,24
3500000000.0,13000000.0,6,3,0,344.0,450.0,11
1200000000.0,4000000.0,3,2,1,198.0,150.0,21
1100000000.0,4000000.0,2,2,0,72.0,80.0,19
35000000000.0,130000000.0,4,10,6,850.0,700.0,15
1800000000.0,6000000.0,5,2,1,154.0,200.0,4
2200000000.0,8000000.0,2,2,0,135.0,200.0,3
1800000000.0,6000000.0,2,2,1,153.0,140.0,6
849000000.0,3000000.0,3,2,1,104.0,90.0,1
5400000000.0,20000000.0,4,5,2,340.0,400.0,14
4250000000.0,15000000.0,4,3,2,160.0,240.0,9
9700000000.0,36000000.0,3,3,3,244.0,300.0,9
900000000.0,3000000.0,3,1,0,105.0,65.0,19
1100000000.0,4000000.0,3,2,1,108.0,100.0,20
330000000.0,1000000.0,2,1,1,60.0,30.0,12
1600000000.0,5000000.0,5,3,0,127.0,200.0,22
670000000.0,2000000.0,2,1,1,63.0,70.0,20
532000000.0,1000000.0,2,2,1,48.0,42.0,20
12000000000.0,44000000.0,40,40,0,245.0,600.0,22
900000000.0,3000000.0,4,2,0,155.0,250.0,19
1990000000.0,7000000.0,3,2,4,221.0,200.0,22
650000000.0,2000000.0,2,1,1,84.0,54.0,16
875000000.0,3000000.0,3,3,0,60.0,120.0,6
725000000.0,2000000.0,3,2,1,91.0,45.0,10
1600000000.0,5000000.0,2,2,1,130.0,145.0,22
2600000000.0,9000000.0,3,2,1,260.0,195.0,14
3500000000.0,13000000.0,3,2,3,256.0,212.0,25
1040000000.0,3000000.0,3,2,1,116.0,108.0,21
1150000000.0,4000000.0,2,2,1,84.0,70.0,2
2500000000.0,9000000.0,3,2,1,235.0,175.0,9
5800000000.0,21000000.0,3,3,3,345.0,400.0,17
2750000000.0,10000000.0,4,3,2,280.0,222.0,9
3600000000.0,13000000.0,4,3,0,180.0,300.0,4
1750000000.0,6000000.0,3,3,1,66.0,54.0,21
5500000000.0,20000000.0,3,2,3,251.0,413.0,17
1300000000.0,4000000.0,3,2,0,107.0,135.0,23
4500000000.0,16000000.0,4,2,1,357.0,170.0,14
6500000000.0,24000000.0,15,10,1,500.0,300.0,12
30000000000.0,111000000.0,18,5,4,665.0,450.0,25
25000000000.0,92000000.0,11,8,6,848.0,800.0,18
6900000000.0,25000000.0,7,4,0,605.0,500.0,24
3800000000.0,14000000.0,4,4,0,180.0,250.0,8
1900000000.0,7000000.0,5,3,1,106.0,204.0,3
3500000000.0,13000000.0,4,3,1,288.0,250.0,23
27000000000.0,100000000.0,5,4,6,871.0,500.0,7
1000000000.0,3000000.0,3,3,1,105.0,100.0,19
3500000000.0,13000000.0,3,2,1,348.0,200.0,0
1450000000.0,5000000.0,3,2,1,137.0,105.0,2
3000000000.0,11000000.0,4,4,2,255.0,500.0,3
3250000000.0,12000000.0,4,3,1,187.0,240.0,23
1200000000.0,4000000.0,3,2,1,126.0,98.0,0
1250000000.0,4000000.0,2,1,0,101.0,50.0,1
7750000000.0,28000000.0,6,4,4,440.0,350.0,23
2700000000.0,10000000.0,4,3,1,155.0,210.0,10
4450000000.0,16000000.0,5,4,2,225.0,500.0,8
3200000000.0,11000000.0,4,2,1,244.0,320.0,5
4850000000.0,18000000.0,4,4,2,300.0,250.0,14
1800000000.0,6000000.0,0,0,0,600.0,800.0,0
1780000000.0,6000000.0,2,2,0,105.0,77.0,16
1390000000.0,5000000.0,3,2,0,83.0,140.0,4
10000000000.0,37000000.0,3,2,2,687.0,550.0,18
4900000000.0,18000000.0,4,4,3,507.0,500.0,8
3030000000.0,11000000.0,6,4,1,128.0,270.0,5
3400000000.0,12000000.0,3,2,2,180.0,110.0,8
2700000000.0,10000000.0,5,4,0,144.0,200.0,1
2200000000.0,8000000.0,3,2,1,220.0,150.0,10
644000000.0,2000000.0,2,1,2,68.0,50.0,26
875000000.0,3000000.0,3,2,1,104.0,70.0,5
1450000000.0,5000000.0,3,2,1,133.0,100.0,17
625000000.0,2000000.0,2,1,1,72.0,65.0,21
2800000000.0,10000000.0,3,2,1,162.0,124.0,16
1500000000.0,5000000.0,3,2,0,170.0,100.0,22
900000000.0,3000000.0,0,0,0,134.0,61.0,26
6500000000.0,24000000.0,6,5,2,700.0,508.0,10
1350000000.0,5000000.0,3,2,1,140.0,120.0,19
3000000000.0,11000000.0,6,4,1,128.0,270.0,5
1550000000.0,5000000.0,3,2,1,148.0,90.0,6
950000000.0,3000000.0,4,3,1,84.0,200.0,3
3000000000.0,11000000.0,4,3,2,190.0,220.0,9
3800000000.0,14000000.0,3,2,2,300.0,1600.0,13
1800000000.0,6000000.0,4,3,2,158.0,150.0,0
2100000000.0,7000000.0,3,3,0,165.0,180.0,23
595000000.0,2000000.0,2,1,1,72.0,45.0,26
7200000000.0,26000000.0,5,5,2,288.0,488.0,10
1150000000.0,4000000.0,3,2,1,99.0,150.0,2
2900000000.0,10000000.0,0,0,0,169.0,140.0,18
1890000000.0,7000000.0,3,2,2,92.0,90.0,4
470000000.0,1000000.0,2,2,1,60.0,80.0,5
5500000000.0,20000000.0,4,3,2,488.0,400.0,22
1250000000.0,4000000.0,3,1,0,150.0,130.0,3
36000000000.0,133000000.0,5,2,2,911.0,500.0,7
1990000000.0,7000000.0,3,2,2,150.0,160.0,22
2950000000.0,10000000.0,5,3,2,280.0,320.0,1
14500000000.0,53000000.0,5,3,2,540.0,500.0,5
1400000000.0,5000000.0,3,2,1,125.0,96.0,26
12500000000.0,46000000.0,6,3,0,600.0,120.0,18
16000000000.0,59000000.0,4,3,10,1153.0,600.0,14
6800000000.0,25000000.0,9,5,2,542.0,400.0,10
2800000000.0,10000000.0,3,1,1,287.0,120.0,4
625000000.0,2000000.0,0,0,0,72.0,100.0,21
2200000000.0,8000000.0,2,1,1,99.0,70.0,13
2800000000.0,10000000.0,3,3,0,200.0,185.0,18
2500000000.0,9000000.0,5,4,2,260.0,450.0,6
14000000000.0,52000000.0,5,3,2,466.0,350.0,15
2250000000.0,8000000.0,4,3,1,120.0,145.0,23
7000000000.0,26000000.0,8,3,2,281.0,500.0,12
600000000.0,2000000.0,2,2,1,112.0,90.0,26
3500000000.0,13000000.0,5,4,1,200.0,200.0,5
5500000000.0,20000000.0,4,3,2,226.0,300.0,9
5900000000.0,21000000.0,4,3,1,264.0,400.0,18
10500000000.0,39000000.0,4,3,0,439.0,1000.0,0
35000000000.0,130000000.0,0,0,0,862.0,400.0,25
4900000000.0,18000000.0,3,3,2,325.0,295.0,23
5700000000.0,21000000.0,4,3,2,375.0,211.0,8
5000000000.0,18000000.0,5,5,0,501.0,300.0,14
52000000000.0,193000000.0,2,2,0,1100.0,250.0,7
2850000000.0,10000000.0,3,2,1,162.0,124.0,16
875000000.0,3000000.0,2,1,0,94.0,45.0,19
2900000000.0,10000000.0,3,3,5,254.0,324.0,3
898000000.0,3000000.0,2,1,1,98.0,80.0,20
14000000000.0,52000000.0,5,3,5,954.0,750.0,13
5750000000.0,21000000.0,5,4,0,176.0,270.0,7
2000000000.0,7000000.0,6,6,2,213.0,279.0,18
2900000000.0,10000000.0,3,2,1,297.0,200.0,4
10000000000.0,37000000.0,4,3,1,300.0,375.0,16
1300000000.0,4000000.0,2,1,1,65.0,45.0,13
3000000000.0,11000000.0,4,4,1,258.0,206.0,22
3500000000.0,13000000.0,3,2,2,300.0,172.0,15
3600000000.0,13000000.0,5,4,1,180.0,3006000.0,4
2500000000.0,9000000.0,4,3,1,260.0,160.0,1
1700000000.0,6000000.0,3,2,1,102.0,130.0,13
1750000000.0,6000000.0,3,2,0,189.0,160.0,22
3150000000.0,11000000.0,4,3,1,180.0,290.0,5
27000000000.0,100000000.0,4,4,15,887.0,600.0,13
297000000.0,1000000.0,2,2,1,60.0,72.0,12
3500000000.0,13000000.0,3,2,2,240.0,180.0,8
4500000000.0,16000000.0,4,3,1,413.0,400.0,20
1020000000.0,3000000.0,3,1,1,86.0,76.0,6
16000000000.0,59000000.0,5,4,4,587.0,300.0,14
685000000.0,2000000.0,2,2,1,70.0,50.0,26
13700000000.0,50000000.0,6,10,1,470.0,900.0,5
3100000000.0,11000000.0,4,3,0,308.0,600.0,22
2580000000.0,9000000.0,4,2,1,216.0,200.0,1
13500000000.0,50000000.0,3,3,6,808.0,500.0,13
1400000000.0,5000000.0,0,0,0,66.0,62.0,16
9500000000.0,35000000.0,4,3,4,600.0,600.0,4
2950000000.0,10000000.0,3,3,1,144.0,157.0,16
1700000000.0,6000000.0,5,2,2,165.0,110.0,9
7500000000.0,27000000.0,4,3,2,521.0,500.0,13
1200000000.0,4000000.0,5,2,0,108.0,113.0,6
450000000.0,1000000.0,2,1,1,64.0,52.0,26
3900000000.0,14000000.0,4,2,3,358.0,198.0,18
4500000000.0,16000000.0,6,3,3,375.0,287.0,4
13000000000.0,48000000.0,3,2,1,400.0,289.0,7
3700000000.0,13000000.0,4,3,1,277.0,324.0,13
2600000000.0,9000000.0,3,3,1,140.0,250.0,8
11200000000.0,41000000.0,4,2,2,825.0,300.0,23
1650000000.0,6000000.0,2,2,0,110.0,77.0,13
1500000000.0,5000000.0,0,2,1,70.0,116.0,13
2250000000.0,8000000.0,24,8,0,233.0,326.0,3
1950000000.0,7000000.0,2,2,1,105.0,118.0,16
484000000.0,1000000.0,2,1,1,68.0,36.0,12
1650000000.0,6000000.0,3,2,1,97.0,140.0,3
580000000.0,2000000.0,3,1,0,48.0,48.0,13
3200000000.0,11000000.0,1,1,1,156.0,250.0,10
2300000000.0,8000000.0,2,2,0,180.0,90.0,4
9000000000.0,33000000.0,4,2,0,800.0,200.0,3
2200000000.0,8000000.0,10,3,2,224.0,350.0,12
4200000000.0,15000000.0,12,17,1,235.0,350.0,17
2250000000.0,8000000.0,0,3,1,116.0,117.0,9
4250000000.0,15000000.0,5,4,0,325.0,400.0,14
3000000000.0,11000000.0,6,4,1,204.0,350.0,10
550000000.0,2000000.0,3,2,1,88.0,50.0,12
10000000000.0,37000000.0,10,4,2,440.0,350.0,13
2700000000.0,10000000.0,4,2,0,262.0,200.0,18
2350000000.0,8000000.0,5,3,1,174.0,300.0,18
8000000000.0,29000000.0,4,4,4,287.0,525.0,9
270000000.0,1000000.0,2,1,1,70.0,36.0,12
1100000000.0,4000000.0,2,2,0,136.0,98.0,4
1500000000.0,5000000.0,5,3,0,120.0,340.0,5
14000000000.0,52000000.0,5,3,1,466.0,350.0,15
417000000.0,1000000.0,2,1,1,33.0,71.0,19
950000000.0,3000000.0,4,2,2,120.0,140.0,17
30000000000.0,111000000.0,5,3,10,1205.0,350.0,18
865000000.0,3000000.0,2,2,1,108.0,65.0,11
1540000000.0,5000000.0,3,3,1,120.0,118.0,2
1600000000.0,5000000.0,2,2,1,105.0,110.0,19
525000000.0,1000000.0,3,1,1,60.0,42.0,12
1500000000.0,5000000.0,4,4,0,204.0,182.0,21
3500000000.0,13000000.0,3,3,1,195.0,300.0,1
4150000000.000001,15000000.0,5,4,0,157.0,250.0,9
1500000000.0,5000000.0,3,3,0,150.0,140.0,10
985000000.0,3000000.0,0,0,0,107.0,80.0,10
539000000.0,2000000.0,3,1,1,99.0,70.0,12
5000000000.0,18000000.0,5,6,2,240.0,365.0,8
3850000000.0,14000000.0,20,20,2,146.0,310.0,15
1300000000.0,4000000.0,3,2,1,86.0,83.0,1
27000000000.0,100000000.0,5,3,4,745.0,320.0,7
750000000.0,2000000.0,3,2,0,98.0,90.0,3
2000000000.0,7000000.0,3,3,2,192.0,150.0,26
2700000000.0,10000000.0,3,3,1,234.0,200.0,18
380000000.0,1000000.0,2,1,1,62.0,36.0,12
265000000.0,985000.0,1,1,1,60.0,38.0,12
1800000000.0,6000000.0,0,1,0,88.0,110.0,9
6850000000.0,25000000.0,7,4,4,350.0,300.0,11
26500000000.0,98000000.0,3,1,4,871.0,250.0,7
10000000000.0,37000000.0,8,3,1,404.0,256.0,13
1500000000.0,5000000.0,3,2,1,70.0,102.0,9
1500000000.0,5000000.0,3,2,0,84.0,82.0,21
6500000000.0,24000000.0,4,3,2,400.0,550.0,9
1300000000.0,4000000.0,2,2,1,105.0,80.0,19
970000000.0,3000000.0,3,2,0,60.0,70.0,17
799000000.0,2000000.0,2,1,2,235.0,100.0,12
1600000000.0,5000000.0,3,2,1,153.0,162.0,6
5000000000.0,18000000.0,6,0,0,354.0,600.0,4
23000000000.0,85000000.0,50,50,0,1000.0,1700.0,10
1450000000.0,5000000.0,3,1,2,145.0,70.0,7
23000000000.0,85000000.0,6,2,3,726.0,800.0,13
3200000000.0,11000000.0,5,2,2,218.0,198.0,7
1800000000.0,6000000.0,6,3,1,350.0,245.0,10
2200000000.0,8000000.0,4,4,1,160.0,150.0,24
1500000000.0,5000000.0,5,1,0,120.0,90.0,22
12000000000.0,44000000.0,4,2,0,552.0,300.0,25
785000000.0,2000000.0,0,0,0,60.0,60.0,19
2220000000.0,8000000.0,3,3,2,150.0,100.0,5
6950000000.0,25000000.0,17,5,0,335.0,500.0,13
3250000000.0,12000000.0,3,2,2,225.0,185.0,18
10000000000.0,37000000.0,4,2,5,330.0,400.0,25
3750000000.0,13000000.0,5,4,0,145.0,300.0,9
1500000000.0,5000000.0,5,3,0,160.0,140.0,26
700000000.0,2000000.0,0,0,0,135.0,60.0,2
4600000000.0,17000000.0,4,2,0,182.0,200.0,8
850000000.0,3000000.0,4,1,0,84.0,120.0,0
5400000000.0,20000000.0,4,3,4,394.0,400.0,0
225000000000.0,836000000.0,8,5,2,5468.0,510.0,15
1570000000.0,5000000.0,4,4,1,102.0,200.0,20
4350000000.0,16000000.0,5,4,4,225.0,500.0,8
600000000.0,2000000.0,2,1,0,72.0,45.0,26
1470000000.0,5000000.0,3,3,1,85.0,120.0,7
1750000000.0,6000000.0,2,2,0,105.0,77.0,16
2700000000.0,10000000.0,4,1,0,221.0,320.0,4
1550000000.0,5000000.0,0,2,1,70.0,102.0,9
1580000000.0,5000000.0,4,4,1,122.0,185.0,19
27500000000.0,102000000.0,6,5,4,700.0,1000.0,15
590000000.0,2000000.0,2,2,1,60.0,54.0,10
2800000000.0,10000000.0,6,4,2,240.0,200.0,2
825000000.0,3000000.0,2,1,1,140.0,94.0,21
45000000000.0,167000000.0,9,3,0,885.0,385.0,13
3800000000.0,14000000.0,4,4,1,180.0,250.0,5
425000000.0,1000000.0,2,1,1,72.0,50.0,26
2850000000.0,10000000.0,3,3,3,252.0,200.0,6
7200000000.0,26000000.0,5,4,4,407.0,400.0,22
14900000000.0,55000000.0,1,1,2,1768.0,700.0,14
975000000.0,3000000.0,2,1,1,98.0,68.0,19
1950000000.0,7000000.0,3,2,2,157.0,300.0,11
5000000000.0,18000000.0,4,2,1,190.0,380.0,22
1600000000.0,5000000.0,2,2,1,108.0,62.0,16
1780000000.0,6000000.0,2,2,1,105.0,77.0,21
17500000000.0,65000000.0,5,3,4,1515.0,875.0,7
2500000000.0,9000000.0,4,3,1,153.0,200.0,19
1900000000.0,7000000.0,3,2,0,106.0,150.0,3
2800000000.0,10000000.0,4,2,0,105.0,104.0,16
